0,3,6051
0,3,6047
0,3,6046
0,3,5955
0,3,5859
46,34,5772
46,19,5836
46,14,5771
46,11,5840
46,7,5948
46,7,5799
46,6,5851
46,6,5815
46,6,5770
46,5,6048
46,5,6033
46,5,6013
46,5,5986
46,5,5889
46,5,5835
46,5,5823
46,5,5785
46,4,6053
46,4,6052
46,4,6050
46,4,6049
46,4,6045
46,4,6044
46,4,6043
46,4,6042
46,4,6041
46,4,6040
46,4,6039
46,4,6038
46,4,6037
46,4,6036
46,4,6035
46,4,6034
46,4,6032
46,4,6031
46,4,6030
46,4,6029
46,4,6028
46,4,6027
46,4,6026
46,4,6025
46,4,6024
46,4,6023
46,4,6022
46,4,6021
46,4,6020
46,4,6019
46,4,6018
46,4,6017
46,4,6016
46,4,6015
46,4,6014
46,4,6012
46,4,6011
46,4,6010
46,4,6009
46,4,6008
46,4,6007
46,4,6006
46,4,6005
46,4,6004
46,4,6003
46,4,6002
46,4,6001
46,4,6000
46,4,5999
46,4,5998
46,4,5997
46,4,5996
46,4,5995
46,4,5994
46,4,5993
46,4,5992
46,4,5991
46,4,5990
46,4,5989
46,4,5988
46,4,5987
46,4,5985
46,4,5984
46,4,5983
46,4,5982
46,4,5981
46,4,5980
46,4,5979
46,4,5978
46,4,5977
46,4,5976
46,4,5975
46,4,5974
46,4,5973
46,4,5972
46,4,5971
46,4,5970
46,4,5969
46,4,5968
46,4,5967
46,4,5966
46,4,5965
46,4,5964
46,4,5963
46,4,5962
46,4,5961
46,4,5960
46,4,5959
46,4,5958
46,4,5957
46,4,5956
46,4,5954
46,4,5953
46,4,5952
46,4,5951
46,4,5950
46,4,5949
46,4,5947
46,4,5946
46,4,5945
46,4,5944
46,4,5943
46,4,5942
46,4,5941
46,4,5940
46,4,5939
46,4,5938
46,4,5937
46,4,5936
46,4,5935
46,4,5934
46,4,5933
46,4,5932
46,4,5931
46,4,5930
46,4,5929
46,4,5928
46,4,5927
46,4,5926
46,4,5925
46,4,5924
46,4,5923
46,4,5922
46,4,5921
46,4,5920
46,4,5919
46,4,5918
46,4,5917
46,4,5916
46,4,5915
46,4,5914
46,4,5913
46,4,5912
46,4,5911
46,4,5910
46,4,5909
46,4,5908
46,4,5907
46,4,5906
46,4,5905
